TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID,ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type
73,17,18,78.69574843612014,-35.09342218863716,5,1554254961,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
61,19,13,8.044473883611246,-175.38641197690689,3,1554287794,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
22,13,18,81.7935833907433,72.36087630753849,5,1556442622,192.168.1.193,50103,192.168.1.37,8080,tcp,-,8.5e-05,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
87,15,11,-42.40537744073343,-33.25388879753831,4,1556250576,192.168.1.190,55379,210.101.62.1,53,udp,dns,0.152998,56,330,SF,0,1,84,1,358,135.44.179.211.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
53,13,23,69.6775024721467,-151.46141253664416,5,1554322413,192.168.1.152,56607,192.168.1.190,53,udp,dns,4.2e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
86,17,18,87.6758172412334,130.72030883623228,5,1556129722,192.168.1.30,23,192.168.1.194,23,tcp,-,0.000145,0,0,RSTO,0,2,80,1,44,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
42,11,10,26.274271558428453,66.29049139713337,4,1556129889,192.168.1.30,40,192.168.1.152,40,tcp,-,0.000186,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
73,16,22,-88.40349872485749,144.2408449529227,3,1554261283,fe80::a691:b1ff:fe1e:5790,135,fe80::20c:29ff:feee:e07a,136,icmp,-,0.404015,48,32,OTH,0,2,144,2,128,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
56,10,10,-16.977799068234376,-10.442512765221238,4,1554294195,192.168.1.79,37593,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
39,18,18,-86.42096987601495,-28.902559875741986,3,1556248740,192.168.1.190,6506,192.33.14.30,53,udp,dns,0.02056,47,673,SF,0,1,75,1,701,adns01.bigpond.com,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
100,14,15,17.21801956678506,88.27330484601521,4,1556130204,192.168.1.30,71,192.168.1.152,71,tcp,-,0.000303,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
84,20,12,81.21508437354748,-30.500561041095125,5,1554265310,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
88,14,11,-34.75479675004025,171.6849327026443,3,1556340873,192.168.1.32,41934,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
37,13,19,-19.04027526038724,-147.40761203059105,3,1556425404,192.168.1.33,35235,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
10,16,24,73.05571887998755,-18.89600303968365,4,1554265291,192.168.1.190,16175,184.85.248.128,53,udp,dns,0.125941,0,89,SHR,0,0,0,1,117,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
49,17,15,1.4803934591104593,-142.07704027520649,3,1554310015,192.168.1.190,41910,205.251.192.98,53,udp,dns,1.015254,0,160,SHR,0,0,0,1,188,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
72,11,24,7.249727861019551,-161.705865585155,3,1556021826,192.168.1.30,62947,192.168.1.49,8649,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
29,13,20,-22.316003084662213,91.12376984188928,4,1556340943,192.168.1.32,49942,192.168.1.1,53,udp,dns,0.061799,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
65,18,14,-82.78387538229927,100.81380383014414,3,1554284162,192.168.1.79,45814,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
64,16,15,37.87152606521933,-37.245431004787605,5,1556334913,192.168.1.195,64618,192.168.1.79,9197,tcp,http,0.016549,207,15586,SF,0,6,471,15,17184,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
67,15,19,46.444903433226585,-111.0778921216192,5,1556021509,192.168.1.31,38142,192.168.1.49,9101,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
86,19,14,-89.7788008316817,72.70277808923402,3,1556173186,192.168.1.31,56114,192.168.1.190,80,tcp,http,0.104295,347,1919,SF,0,5,615,6,2239,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
14,16,14,28.218571352969363,-144.60648911345294,5,1556351173,192.168.1.79,9197,192.168.1.195,60032,tcp,-,0.015102,22043,0,SF,0,12,12446,4,172,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
78,11,21,-58.09051011982935,111.64179899276836,3,1554237084,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
15,20,15,59.32249076810504,-39.33943522575723,4,1556314212,192.168.1.195,49738,239.255.255.250,1900,udp,-,3.405795,3016,0,S0,0,24,3688,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
30,18,12,-74.1256694005892,-175.4741985464252,3,1554234387,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
13,15,23,-76.8408397962889,157.52566101575565,3,1554272916,192.168.1.6,48328,239.255.255.250,1900,udp,-,0.66283,375,0,S0,0,3,459,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
30,18,17,35.39153071532482,-34.90178338892147,4,1556250555,192.168.1.190,9520,194.0.43.1,53,udp,dns,0.308475,42,669,SF,0,1,70,1,697,ns8.skynet.be,1,1,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
55,10,25,-52.98619685226181,115.988650234773,3,1554228523,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
39,13,16,23.02511543346573,-20.0937754675974,4,1554315825,192.168.1.152,37225,192.168.1.190,53,udp,dns,4.5e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
86,11,18,54.11320542259509,-12.094209129200692,5,1556021457,192.168.1.31,50945,192.168.1.250,9929,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
28,15,17,-37.03038378441537,-43.95048600672547,4,1556424446,192.168.1.33,45165,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,0,0,1,52,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
16,20,17,79.08662468106704,106.26690625942138,5,1556249492,35.127.40.106,36022,192.168.1.194,80,tcp,-,0.0,0,0,S0,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
55,18,10,-8.759951886527489,115.09656288218032,4,1556352193,192.168.1.195,60623,192.168.1.79,9197,tcp,http,0.011337,132,643,SF,0,5,344,5,855,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
88,19,13,0.5192375459677976,-0.9939003579283964,5,1556336308,192.168.1.79,41434,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
67,18,14,74.7254758925207,139.28759576503057,5,1556325734,192.168.1.195,56175,192.168.1.79,9197,tcp,http,0.005498,132,1770,SF,0,5,344,6,2022,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
88,14,23,47.63164508116347,146.73521347491328,5,1556360893,192.168.1.195,49335,192.168.1.79,7678,tcp,http,0.011212,194,1693,SF,0,5,406,6,1945,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
46,20,11,51.96392961065621,-168.554882723969,5,1554226594,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
92,17,12,-47.50354784676724,-171.80213623558436,3,1556130282,192.168.1.30,79,192.168.1.190,79,tcp,-,8e-06,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
88,15,18,-46.94448091003022,-121.4678716660843,3,1554224184,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
83,15,24,6.231712861815225,-70.10974052293132,5,1556353215,192.168.1.195,61236,192.168.1.79,7678,tcp,http,0.037232,194,1693,SF,0,6,446,6,1945,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
35,18,20,-31.945587017563327,-25.70098185917272,4,1556423501,192.168.1.180,53328,202.158.214.106,80,tcp,-,0.0,0,0,OTH,0,1,72,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
12,12,25,-45.36180098934094,-13.82929709471074,4,1556203836,192.168.1.30,48638,192.168.1.1,53,udp,dns,0.002247,48,48,SF,0,1,76,1,76,192.168.1.195/dvwa/login.php-r,1,1,3,F,T,F,T,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
24,19,21,-30.294440457297256,119.43073263317945,3,1554305416,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
52,16,10,-12.538830688309744,-6.191092889898812,4,1554273546,192.168.1.195,57118,192.168.1.190,53,udp,dns,0.0,0,0,S0,0,1,68,0,0,iecvlist.microsoft.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
15,15,22,77.65486573824248,-148.34920002167047,5,1556260968,192.168.1.190,28787,204.61.216.50,53,udp,dns,0.018503,54,352,SF,0,1,82,1,380,191.8.127.52.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
39,12,13,-47.75988023318791,-68.55120310858096,4,1556333958,192.168.1.190,3996,200.3.13.10,53,udp,dns,0.333553,43,2061,SF,0,1,71,1,2089,ns3.lacnic.net,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
52,11,11,-33.30307289255126,16.2862323495973,4,1556203777,192.168.1.30,53914,192.168.1.190,80,tcp,-,0.000232,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
93,18,14,6.307955559335426,57.92812890640883,4,1554232127,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
28,14,11,-39.52707488362576,-159.99012452531775,3,1556340883,192.168.1.32,35570,192.168.1.195,80,tcp,-,0.0,0,0,RSTRH,0,0,0,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
16,12,19,35.859184931187144,-94.52714363301683,5,1554301884,192.168.1.190,7878,192.168.1.190,43530,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
95,17,14,-41.636539575550046,-123.26669889518097,3,1556342696,192.168.1.79,44300,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
61,12,10,-54.68451861898137,-114.94248953262957,3,1556021753,192.168.1.31,38138,192.168.1.49,8084,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
77,16,16,44.02028031331582,94.4132562403766,5,1556364192,192.168.1.195,49686,224.0.0.252,5355,udp,dns,3.9e-05,66,0,S0,0,2,122,0,0,desktop-7q9apbo,1,255,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
40,11,17,47.971379829224986,128.12087681212083,4,1556303295,192.168.1.1,54921,192.168.1.195,50747,udp,-,0.182483,573,0,S0,0,2,629,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
62,20,23,-35.430891475774914,140.23419145605453,3,1556340881,192.168.1.32,52134,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
64,10,14,-30.593121746472264,-4.2842403173788455,4,1556340917,192.168.1.32,56191,192.168.1.1,53,udp,dns,0.002401,74,90,SF,0,2,130,2,146,testphp.vulnweb.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
22,11,25,28.931943124636547,-16.024479638722767,4,1556341215,192.168.1.195,53879,192.168.1.79,9197,tcp,http,0.01445,132,3621,SF,0,5,344,7,3913,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
55,10,20,53.99823931448401,47.87101932862728,5,1556250550,172.17.0.3,34940,192.168.1.190,53,udp,dns,0.001157,0,432,SHR,0,0,0,2,488,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
55,18,11,-83.88538376755163,-37.9934037805138,3,1556345116,192.168.1.195,56401,192.168.1.79,9197,tcp,http,0.021707,132,643,SF,0,5,344,5,855,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
39,13,23,73.23797824232636,63.2474539418624,5,1556203844,192.168.1.30,38396,192.168.1.184,443,tcp,-,0.0,0,0,S0,0,1,60,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
86,16,23,37.71295316730232,104.27567695137486,5,1554283305,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
38,14,10,-21.447156214258243,-141.7551692671936,3,1556260713,192.168.1.190,63675,203.119.95.53,53,udp,dns,0.023569,51,1391,SF,0,1,79,1,1419,31.12.202.in-addr.arpa,1,48,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
34,10,20,-34.76958970677727,-146.4020758896151,3,1556340893,192.168.1.32,39944,18.194.169.124,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
44,19,16,-60.84658509155976,-154.39286467560882,3,1556260732,192.168.1.190,34876,204.254.175.251,53,udp,dns,0.221979,56,132,SF,0,1,84,1,160,181.32.137.159.in-addr.arpa,1,12,3,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
84,10,16,70.82106107786771,-73.65734040336935,5,1556203823,192.168.1.31,60814,192.168.1.152,80,tcp,-,24.607707,0,0,S3,0,3,164,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
69,10,22,76.60263722562314,13.463135645355806,5,1556423525,192.168.1.190,55436,192.33.14.30,53,udp,dns,0.0,0,0,S0,0,1,65,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
70,14,15,1.276682217527835,32.78367026922942,4,1556021618,192.168.1.32,53033,192.168.1.186,1066,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
87,17,17,-48.602037826684544,-36.58425197854638,4,1554276730,192.168.1.152,58644,192.168.1.190,53,udp,dns,0.000515,0,298,SHR,0,0,0,2,354,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
31,14,11,-50.55519620156716,41.81608484434258,4,1556249027,192.168.1.180,37274,203.119.2.74,43,tcp,-,0.401961,14,4029,SF,0,9,478,8,4453,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
65,10,10,51.36824148413157,-96.68251417449603,5,1556129660,192.168.1.30,15,192.168.1.194,15,tcp,-,1.7e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
38,11,13,47.79061111609386,-8.825786043980514,4,1556203761,192.168.1.30,43356,192.168.1.184,443,tcp,-,1.1e-05,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
82,15,11,54.94223618498401,-53.41779357263843,5,1554278814,192.168.1.152,1880,192.168.1.152,40688,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
86,18,23,-59.00164191246424,63.41320772260619,4,1556340928,192.168.1.32,50804,52.28.231.150,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
75,13,23,-55.68762351423067,15.478774011840386,4,1556424263,192.168.1.37,39367,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
42,16,17,-68.4866889759293,-122.6339033748534,3,1554265534,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
36,15,14,26.11850214242027,-129.59033121788642,5,1554239823,192.168.1.152,59074,192.168.1.190,53,udp,dns,3.6e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
44,19,13,-32.758455247862884,38.91004655309069,4,1554268648,192.168.1.133,5353,224.0.0.251,5353,udp,dns,13.050352,360,0,S0,0,4,472,0,0,_sleep-proxy._udp.local,32769,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
12,18,13,-10.48448471398305,-39.99943327332028,4,1556326335,192.168.1.79,53918,192.168.1.195,63702,udp,-,0.0,0,0,S0,0,1,350,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
77,18,22,-16.013161153611165,-75.53642793216308,5,1556249349,241.254.109.140,40707,192.168.1.194,80,tcp,-,0.0,0,0,SH,0,1,40,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
58,12,22,4.038629430167205,83.62394768395899,4,1556322448,192.168.1.195,58842,8.8.8.8,53,udp,dns,0.219433,47,158,SF,0,1,75,1,186,v10.events.data.microsoft.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
23,11,16,-87.87871823160341,86.80637533033246,3,1556021440,192.168.1.32,61175,192.168.1.49,417,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
73,11,23,-36.67407883379602,-150.3787712541012,3,1554265204,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
24,11,23,84.19854592895393,178.06465527139704,5,1556426330,192.168.1.37,33667,192.168.1.193,135,tcp,-,0.0,0,0,OTH,0,0,0,1,52,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
100,13,13,75.26950027416888,-124.78492872780284,5,1556427412,192.168.1.33,7870,192.168.1.193,49165,tcp,-,0.0,0,0,OTH,0,1,688,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
63,19,25,-63.38741996262051,52.376429055599885,3,1556250614,192.168.1.180,55266,192.0.32.59,43,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
73,17,15,-68.7131893140313,-2.888465015254326,3,1556423501,192.168.1.180,53328,202.158.214.106,80,tcp,-,0.0,0,0,OTH,0,1,64,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
90,17,18,77.03109414927488,115.58853481561522,5,1554223469,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
32,20,25,-70.66336629453104,3.518175003900524,3,1556130312,192.168.1.30,82,192.168.1.193,82,tcp,-,1.3e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
80,13,20,-27.837768261790515,-168.73577889630607,3,1556250609,192.168.1.190,40748,208.78.70.15,53,udp,dns,0.012844,56,56,SF,0,1,84,1,84,58.114.173.141.in-addr.arpa,1,12,5,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
89,15,10,-0.9164875241369116,-128.67567581052603,5,1556261416,9.252.187.112,33074,192.168.1.190,80,tcp,-,3.283075,0,0,S1,0,1,40,3,132,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
85,16,10,-79.08148425110429,55.05037526532618,3,1556368039,192.168.1.1,54494,192.168.1.195,55490,udp,-,0.0,0,0,S0,0,1,319,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
48,10,22,20.88368495688499,66.14410574253887,4,1556260948,192.168.1.190,25142,128.111.1.2,53,udp,dns,0.178119,51,67,SF,0,1,79,1,95,mandos.resnet.ucsb.edu,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
39,15,14,-2.9959061111841407,8.196014350771833,4,1554260060,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
10,16,24,22.86261838383615,-153.74794705769975,5,1556250927,192.168.1.190,63340,199.7.83.42,53,udp,dns,0.00839,42,480,SF,0,1,70,1,508,ns.telecom.kz,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
83,18,22,17.894761593544033,0.0066658441913318,4,1554297132,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
