TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID,ENSEMBLE_predicted_DC
25,19,25,-84.00030366,72.18015523,3,3
40,18,24,-12.7802741,23.61399179,4,4
81,11,23,35.72453622,-120.4121971,5,5
83,14,12,-6.507794735,14.51419025,4,4
11,11,20,34.53474745,76.87474682,4,4
89,14,20,-69.18359942,-125.6570312,3,3
91,12,17,87.04012273,155.1738548,5,5
36,12,13,17.19048686,125.5797226,4,4
66,15,10,-78.04754157,-21.29053211,3,3
88,11,12,38.58949753,-37.58949592,5,5
14,20,10,-75.71031032,125.0970467,3,3
82,11,15,57.9227677,-60.18032875,5,5
18,15,18,55.71434392,163.2699418,4,4
13,10,10,-87.47328534,-35.05547877,3,3
53,10,23,-88.9825116,-140.91301,3,3
77,12,19,-18.33403447,159.4422746,3,3
32,11,23,43.58046338,137.8635598,4,4
52,13,25,11.18190192,-162.3189156,3,3
85,15,10,-64.64526565,71.49234894,3,3
59,20,17,62.32202571,165.7535125,5,5
59,16,25,52.93968449,161.2188949,5,5
22,19,10,-85.5944987,-87.10487514,3,3
92,11,23,76.86904419,-112.4729465,5,5
17,16,10,52.20640616,-160.4163396,4,5
94,15,25,-15.33429539,-28.55090786,4,4
85,18,21,-41.8711878,-35.1303094,4,4
38,20,20,-22.16061007,179.6459995,3,3
11,14,17,-66.8867905,168.7885238,3,3
89,19,25,11.66526394,-143.4365717,5,5
67,11,20,16.86442649,-26.72106491,4,4
30,12,14,83.01349049,12.58793484,5,5
86,20,17,-11.95775654,153.0198959,3,3
37,20,12,76.45795617,-51.57981088,5,5
17,13,25,1.909931938,-34.38733841,4,4
16,11,15,24.50389165,-58.29861514,4,4
71,12,20,27.15056978,-125.451559,5,5
64,15,23,83.95575666,-31.24548187,5,5
13,18,23,3.585260215,148.1937996,3,3
51,16,11,69.56498129,-89.53621759,5,5
49,15,23,-79.63365797,48.60895135,3,3
68,12,21,54.82474992,107.5952443,4,4
41,10,15,67.35945404,129.8290547,4,4
45,10,16,-64.6881766,51.43704404,3,3
79,15,23,-62.81709239,164.5470815,3,3
71,13,24,-22.98017455,175.1813271,3,3
83,18,12,19.99077479,-37.97070957,5,5
37,15,19,-66.06889207,20.73902514,4,4
51,20,22,-57.66077937,120.0146266,3,3
89,13,12,16.7706051,-170.4143976,5,5
100,12,15,-58.00078469,-125.5748828,3,3
82,12,17,-74.65957463,143.3031649,3,3
37,11,22,-31.21364248,-30.2560655,4,4
24,17,25,64.68949892,130.6824113,5,5
81,17,12,-1.546997925,-116.6600345,5,5
64,15,21,-8.498123868,-71.04345132,4,4
36,11,24,89.26973403,54.16915565,5,5
23,11,14,-33.76509188,-16.94417902,4,4
28,11,22,39.48162075,-66.52944836,4,4
43,19,24,20.62164011,35.57157456,4,4
18,15,15,70.24505544,76.91445704,5,5
79,12,15,-34.54942675,-136.6870963,3,3
38,14,24,-79.58318034,142.937559,3,3
62,12,11,-71.73145921,5.080938174,3,3
89,15,15,-86.85350048,101.5026406,3,3
87,18,24,-79.76007214,-117.3235545,3,3
20,13,24,82.50243573,-22.82759017,5,5
94,13,16,59.53773677,-37.18665466,5,5
76,11,11,28.91233589,-149.5994358,5,5
55,18,15,64.43036027,-92.69683996,5,5
86,19,17,-27.48275035,178.1249203,3,3
19,16,15,19.25714278,43.08865297,4,4
50,17,21,48.73752341,-57.95425672,4,4
36,20,24,32.50567475,-63.37427332,4,4
32,16,25,64.14318046,-101.6373534,5,5
27,19,10,-16.15674655,56.750405,4,4
84,15,25,-61.58652109,-142.7301333,3,3
11,11,12,-61.70439719,23.07319342,4,4
60,11,12,-10.43963902,-38.4798525,4,4
71,13,20,-56.88549112,22.83129926,4,4
82,12,22,-12.77857849,-117.9172631,3,3
20,15,18,59.27218728,-132.5092171,5,5
72,20,11,-43.7556474,-45.83960546,5,4
64,11,18,64.09148269,74.16668688,5,5
37,12,14,76.44218928,-3.101847235,5,5
19,15,16,41.28481974,21.47213872,4,4
67,20,22,-37.04960613,162.6876221,3,3
59,12,19,65.30519463,-114.6658429,5,5
52,20,20,23.37755685,146.1518002,5,5
39,15,19,79.44140649,-52.81238786,5,5
59,11,21,62.38667479,56.22191149,4,4
89,19,23,-46.20673813,80.46429764,3,3
45,11,18,-36.8366834,-5.234357686,4,4
46,17,20,-7.122495143,24.80827866,4,4
88,18,14,-37.57318391,169.0797077,3,3
73,20,16,-12.96714796,-110.5587485,3,3
53,14,21,22.38172627,141.6248399,5,5
26,19,20,72.63534039,-32.38994293,5,5
66,13,21,-68.71643397,-34.25631704,3,4
20,10,11,-37.72717153,113.2364298,3,3
32,16,16,75.76622807,-54.96644684,5,5
22,13,10,-86.46449145,58.16769727,3,3
51,19,10,-78.2548876,130.6814931,3,3
28,14,19,-27.76625717,54.16285076,4,4
35,12,10,69.61498571,-166.0637883,5,5
29,16,16,36.67480111,2.72808669,4,4
38,20,25,86.88698215,-146.4813972,5,5
63,10,18,73.7469503,-140.1145242,5,5
30,19,23,68.94814207,-157.6497501,4,4
37,13,18,21.92604797,-123.7909651,5,5
55,13,20,-43.22316972,-25.96402519,4,4
12,17,10,-13.27276318,-7.367374186,4,4
72,14,21,-36.19798742,-43.92821364,4,4
98,12,15,-76.70304252,114.0541321,3,3
14,16,14,22.18679656,-58.11664211,4,4
49,18,19,70.9984196,22.26785229,5,5
83,16,20,19.17322189,177.7126586,3,5
11,12,11,-22.50619734,-101.3764948,3,3
58,10,22,-50.15949536,-177.5330112,3,3
95,16,12,-25.29624353,-160.5387861,3,3
21,18,19,61.08631921,-29.74769479,5,5
56,18,20,-56.73354489,-83.26911785,3,3
25,11,15,-25.87776165,98.11851703,4,4
24,15,19,54.22238825,142.9792255,5,5
13,17,16,-14.71610911,-93.72368852,4,3
63,15,22,48.05183719,126.6352847,5,5
15,20,16,-76.783699,-134.584504,3,3
80,16,10,78.19243788,-176.6123024,5,5
64,20,22,1.89601901,-13.69559983,4,4
82,14,20,11.41333582,-169.4623752,3,3
58,11,11,-18.81493542,-47.76878284,4,4
13,14,15,-17.37673288,-175.5555957,3,3
39,19,14,-34.13055243,-12.54417041,4,4
34,17,24,15.4397097,-175.6575929,5,5
18,15,13,-78.37775392,-129.7257461,3,3
40,14,21,56.88988584,-58.541366,5,5
42,18,23,-16.89554588,2.74121669,4,4
88,12,19,9.366138549,20.74122224,4,4
63,13,16,82.94347065,-174.7307662,5,5
100,20,22,-11.65780956,176.628569,3,3
70,16,11,-49.62088614,-178.8712861,3,3
31,15,13,-59.3297667,-152.7086864,3,3
28,10,20,-12.25072284,-177.8862567,3,3
81,15,15,46.68865922,144.3293816,5,5
14,18,12,7.130212966,135.3545374,4,4
24,18,10,33.65108572,-7.782080814,4,4
19,11,23,42.77014843,137.8118772,4,4
68,11,20,-42.91931766,88.8591486,3,3
21,19,24,-83.54948796,19.75595069,3,3
42,19,17,10.32331741,24.52312128,4,4
19,14,23,-36.36831706,117.5644784,3,3
69,19,10,-30.89346441,-125.6338607,5,5
31,20,13,-41.94513163,32.24431597,4,4
47,20,10,-24.1177809,-176.9483748,3,3
15,15,23,59.51932687,-166.0954989,5,5
74,12,17,78.2192841,-108.1820264,5,5
86,20,13,52.47045763,-2.959461376,5,5
32,19,14,1.225677258,-51.37655777,4,4
22,14,16,46.69143091,73.07138733,4,4
97,13,17,24.3255818,172.2064391,5,5
89,19,18,-55.35026174,159.2940319,3,3
38,16,16,49.30643664,124.4565525,5,4
57,14,25,-11.22524494,-3.666674796,4,4
50,10,22,-17.05240743,-125.8107266,3,3
100,15,15,64.73723153,94.95855243,5,5
80,10,25,2.94156823,-152.4347642,5,5
95,18,23,-73.95719651,119.7956041,3,3
81,19,10,-35.24021961,-77.64244294,5,5
20,12,16,-6.851618702,-15.61448848,4,4
39,17,22,37.51672873,-73.50236501,5,5
16,19,18,-86.63388208,-67.21822066,3,3
48,17,11,56.79859898,-120.2917428,5,5
84,10,15,18.17095327,-156.9211632,5,5
65,16,24,-41.5777512,156.5113021,3,3
25,20,11,-84.87065183,178.1266533,4,4
50,14,12,36.51139459,136.1767187,4,4
33,20,11,42.7611305,45.42793904,4,4
58,20,15,18.09438744,113.1770593,4,4
15,12,11,52.9430113,-120.823946,5,5
13,14,11,0.47308249,-68.9494351,4,4
100,10,24,-43.53001165,-104.803244,3,3
42,14,19,-40.0069174,172.7746214,3,3
23,15,23,65.62000832,79.98981249,4,4
